"","lat","Shannon","biome"
"91",41.5,256.710544917567,"Temperate Prairie Parkland"
"92",42,212.717598347346,"Temperate Prairie Parkland"
"93",42.5,151.061925077452,"Temperate Prairie Parkland"
"94",43,158.840497236585,"Temperate Prairie Parkland"
"95",43.5,218.656928915742,"Temperate Prairie Parkland"
"96",38,11,"Temperate Prairie Parkland"
"97",40,108.896945250301,"Temperate Prairie Parkland"
"98",40.5,206.717806925153,"Temperate Prairie Parkland"
"99",41,104.220882464992,"Temperate Prairie Parkland"
"100",39.5,120.463739865691,"Temperate Prairie Parkland"
"101",40,344.33727956611,"Temperate Prairie Parkland"
"102",40.5,400.346165580421,"Temperate Prairie Parkland"
"103",41,341.589236096357,"Temperate Prairie Parkland"
"104",41.5,409.313880921489,"Temperate Prairie Parkland"
"105",42,384.13940060288,"Temperate Prairie Parkland"
"106",42.5,279.935748644445,"Temperate Prairie Parkland"
"107",42.5,80.6175805870942,"Temperate Prairie Parkland"
"108",43,89.7906670634772,"Temperate Prairie Parkland"
"109",37,16.4202159723504,"Temperate Prairie Parkland"
"110",37.5,493.420097417991,"Temperate Prairie Parkland"
"111",38,451.398156769586,"Temperate Prairie Parkland"
"112",38.5,403.217220730554,"Temperate Prairie Parkland"
"113",39,436.300814347213,"Temperate Prairie Parkland"
"114",39.5,385.310392650475,"Temperate Prairie Parkland"
"115",40,354.388054171334,"Temperate Prairie Parkland"
"116",36.5,183.196744707959,"Temperate Prairie Parkland"
"117",37,123.807792529833,"Temperate Prairie Parkland"
